postgres-1  | 2025-10-21 05:09:20.786 UTC [15685] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:17.804 UTC [16375] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:17.804 UTC [16375] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:18.956 UTC [16376] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:18.956 UTC [16376] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:20.161 UTC [16377] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:20.161 UTC [16377] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:21.607 UTC [16385] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:21.607 UTC [16385] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:22.548 UTC [16386] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:22.548 UTC [16386] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:23.636 UTC [16387] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:23.636 UTC [16387] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:24.872 UTC [16388] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:24.872 UTC [16388] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:25.938 UTC [16389] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:25.938 UTC [16389] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:26.809 UTC [16397] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:26.809 UTC [16397] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:28.239 UTC [16398] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:28.239 UTC [16398] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:29.391 UTC [16399] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:29.391 UTC [16399] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:30.528 UTC [16400] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:30.528 UTC [16400] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:31.413 UTC [16408] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:31.413 UTC [16408] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:32.288 UTC [16409] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:32.288 UTC [16409] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:33.513 UTC [16410] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:33.513 UTC [16410] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:34.913 UTC [16411] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:34.913 UTC [16411] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:35.593 UTC [16412] FATAL:  password authentication failed for user "pgsql"
postgres-1  | 2025-10-21 05:14:35.593 UTC [16412] DETAIL:  Role "pgsql" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:36.607 UTC [16420] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:36.607 UTC [16420] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:37.510 UTC [16421] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:37.510 UTC [16421] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:38.764 UTC [16422] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:38.764 UTC [16422] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:39.812 UTC [16423] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:39.812 UTC [16423] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:40.804 UTC [16424] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:40.804 UTC [16424] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:42.135 UTC [16432] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:42.135 UTC [16432] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:42.997 UTC [16433] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:42.997 UTC [16433] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:43.899 UTC [16434] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:43.899 UTC [16434] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:44.785 UTC [16435] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:44.785 UTC [16435] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:45.698 UTC [16436] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:45.698 UTC [16436] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:47.063 UTC [16444] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:47.063 UTC [16444] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:48.235 UTC [16445] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:48.235 UTC [16445] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:49.250 UTC [16446] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:49.250 UTC [16446] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:50.339 UTC [16447] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:50.339 UTC [16447] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:51.229 UTC [16448] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:51.229 UTC [16448] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:52.208 UTC [16456] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:52.208 UTC [16456] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:53.169 UTC [16457] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:53.169 UTC [16457] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:54.070 UTC [16458] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:54.070 UTC [16458] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:55.047 UTC [16459] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:55.047 UTC [16459] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:56.158 UTC [16460] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:56.158 UTC [16460] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:57.139 UTC [16468] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:57.139 UTC [16468] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:58.107 UTC [16469] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:58.107 UTC [16469] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:14:59.138 UTC [16470] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:14:59.138 UTC [16470] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:00.813 UTC [16471] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:00.813 UTC [16471] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:01.722 UTC [16479] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:01.722 UTC [16479] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:02.625 UTC [16480] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:02.625 UTC [16480] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:04.364 UTC [16481] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:04.364 UTC [16481] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:05.661 UTC [16482] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:05.661 UTC [16482] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:06.531 UTC [16483] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:06.531 UTC [16483] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:07.414 UTC [16491] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:07.414 UTC [16491] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:08.407 UTC [16492] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:08.407 UTC [16492] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:09.798 UTC [16493] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:09.798 UTC [16493] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:10.891 UTC [16494] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:10.891 UTC [16494] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:11.884 UTC [16501] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:11.884 UTC [16501] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:13.290 UTC [16503] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:13.290 UTC [16503] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:14.552 UTC [16505] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:14.552 UTC [16505] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:15.444 UTC [16506] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:15.444 UTC [16506] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:16.415 UTC [16507] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:16.415 UTC [16507] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:17.325 UTC [16515] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:17.325 UTC [16515] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:18.222 UTC [16516] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:18.222 UTC [16516] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:19.109 UTC [16517] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:19.109 UTC [16517] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:20.054 UTC [16518] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:20.054 UTC [16518] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:21.095 UTC [16519] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:21.095 UTC [16519] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:22.198 UTC [16526] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:22.198 UTC [16526] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:23.457 UTC [16528] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:23.457 UTC [16528] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:24.452 UTC [16529] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:24.452 UTC [16529] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:25.311 UTC [16530] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:25.311 UTC [16530] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:26.490 UTC [16531] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:26.490 UTC [16531] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:27.605 UTC [16539] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:27.605 UTC [16539] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:28.782 UTC [16540] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:28.782 UTC [16540] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:30.358 UTC [16541] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:30.358 UTC [16541] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:31.532 UTC [16542] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:31.532 UTC [16542] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:32.488 UTC [16550] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:32.488 UTC [16550] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:33.347 UTC [16551] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:33.347 UTC [16551] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:34.568 UTC [16552] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:34.568 UTC [16552] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:35.606 UTC [16553] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:35.606 UTC [16553] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:36.528 UTC [16554] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:36.528 UTC [16554] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:37.941 UTC [16562] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:37.941 UTC [16562] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:39.175 UTC [16563] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:39.175 UTC [16563] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:40.757 UTC [16564] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:40.757 UTC [16564] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:41.729 UTC [16565] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:41.729 UTC [16565] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:42.618 UTC [16573] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:42.618 UTC [16573] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:43.881 UTC [16574] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:43.881 UTC [16574] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:45.198 UTC [16575] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:45.198 UTC [16575] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:46.421 UTC [16576] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:46.421 UTC [16576] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:47.356 UTC [16577] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:47.356 UTC [16577] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:48.852 UTC [16585] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:48.852 UTC [16585] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:49.987 UTC [16586] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:49.987 UTC [16586] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:50.929 UTC [16587] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:50.929 UTC [16587] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:51.865 UTC [16588] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:51.865 UTC [16588] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:53.392 UTC [16597] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:53.392 UTC [16597] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:54.420 UTC [16598] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:54.420 UTC [16598] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:55.552 UTC [16599] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:55.552 UTC [16599] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:56.522 UTC [16600] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:56.522 UTC [16600] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:57.712 UTC [16601] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:57.712 UTC [16601] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:15:58.945 UTC [16609] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:15:58.945 UTC [16609] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:00.686 UTC [16610] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:00.686 UTC [16610] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:01.853 UTC [16611] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:01.853 UTC [16611] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:02.791 UTC [16612] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:02.791 UTC [16612] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:03.807 UTC [16620] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:03.807 UTC [16620] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:05.034 UTC [16621] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:05.034 UTC [16621] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:06.180 UTC [16622] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:06.180 UTC [16622] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:07.388 UTC [16623] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:07.388 UTC [16623] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:08.454 UTC [16631] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:08.454 UTC [16631] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:09.335 UTC [16632] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:09.335 UTC [16632] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:10.336 UTC [16633] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:10.336 UTC [16633] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:11.247 UTC [16634] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:11.247 UTC [16634] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:12.302 UTC [16635] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:12.302 UTC [16635] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:13.298 UTC [16643] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:13.298 UTC [16643] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:14.499 UTC [16645] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:14.499 UTC [16645] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:15.400 UTC [16646] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:15.400 UTC [16646] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:16.621 UTC [16647] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:16.621 UTC [16647] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:17.561 UTC [16648] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:17.561 UTC [16648] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:18.588 UTC [16656] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:18.588 UTC [16656] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:19.509 UTC [16657] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:19.509 UTC [16657] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:20.794 UTC [16658] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:20.794 UTC [16658] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:21.841 UTC [16659] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:21.841 UTC [16659] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:23.138 UTC [16660] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:23.138 UTC [16660] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:24.059 UTC [16668] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:24.059 UTC [16668] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:24.986 UTC [16669] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:24.986 UTC [16669] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:16:26.091 UTC [16670] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:16:26.091 UTC [16670] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
